disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6
Benign Prostatic Hyperplasia (BPH),frequent night urination,weak stream,hesitation,,,
Benign Prostatic Hyperplasia (BPH),weak urine,urgency,dribbling,,,
Benign Prostatic Hyperplasia (BPH),frequent urination,interrupted stream,incomplete emptying,,,
Benign Prostatic Hyperplasia (BPH),urgency,nocturia,weak stream,,,
Benign Prostatic Hyperplasia (BPH),frequent urge,weak stream,hesitation,,,
Benign Prostatic Hyperplasia (BPH),weak flow,frequent urination at night,incomplete emptying,,,
Benign Prostatic Hyperplasia (BPH),urination difficulty,weak stream,urgency,,,
Benign Prostatic Hyperplasia (BPH),dribbling after pee,weak stream,frequent urge,,,
Benign Prostatic Hyperplasia (BPH),frequent night urination,hesitant urination,urgency,,,
Benign Prostatic Hyperplasia (BPH),incomplete emptying,weak flow,frequent urination,,,
Glomerulonephritis,blood in urine,foamy pee,swelling in ankles,,,
Glomerulonephritis,red urine,swollen legs,high blood pressure,,,
Glomerulonephritis,cloudy urine,ankle swelling,fatigue,,,
Glomerulonephritis,blood in urine,swelling around eyes,weakness,,,
Glomerulonephritis,foamy pee,high blood pressure,swelling in feet,,,
Glomerulonephritis,red urine,fatigue,leg swelling,,,
Glomerulonephritis,cloudy urine,swollen ankles,weakness,,,
Glomerulonephritis,blood in pee,swelling in legs,headache,,,
Glomerulonephritis,foamy urine,ankle swelling,fatigue,,,
Glomerulonephritis,red urine,weakness,swelling in eyes,,,
Glomerulonephritis,cloudy pee,swollen feet,high blood pressure,,,
Glomerulonephritis,blood in urine,leg swelling,loss of appetite,,,
Glomerulonephritis,foamy urine,fatigue,ankle swelling,,,
Glomerulonephritis,swollen ankles,weakness,headache,,,
Glomerulonephritis,red urine,swelling in legs,fatigue,,,
Glomerulonephritis,cloudy urine,swollen eyes,high blood pressure,,,
Glomerulonephritis,blood in pee,ankle swelling,loss of appetite,,,
Glomerulonephritis,foamy pee,swelling in feet,weakness,,,
Glomerulonephritis,red urine,swelling in ankles,fatigue,,,
Glomerulonephritis,cloudy urine,leg swelling,headache,,,
Menstrual Cramps (Dysmenorrhea),lower abdominal pain,cramping,backache,,,
Menstrual Cramps (Dysmenorrhea),pelvic pain,headache,nausea,,,
Menstrual Cramps (Dysmenorrhea),abdominal cramps,fatigue,diarrhea,,,
Menstrual Cramps (Dysmenorrhea),stomach pain,lower back pain,headache,,,
Menstrual Cramps (Dysmenorrhea),pelvic cramps,nausea,fatigue,,,
Menstrual Cramps (Dysmenorrhea),abdominal pain,diarrhea,vomiting,,,
Menstrual Cramps (Dysmenorrhea),cramping pain,back pain,headache,,,
Menstrual Cramps (Dysmenorrhea),pelvic discomfort,nausea,loss of appetite,,,
Menstrual Cramps (Dysmenorrhea),lower stomach pain,fatigue,headache,,,
Menstrual Cramps (Dysmenorrhea),cramping,back ache,nausea,,,
Menstrual Cramps (Dysmenorrhea),pelvic pain,vomiting,headache,,,
Menstrual Cramps (Dysmenorrhea),abdominal cramps,diarrhea,weakness,,,
Menstrual Cramps (Dysmenorrhea),pelvic discomfort,fatigue,back pain,,,
Menstrual Cramps (Dysmenorrhea),lower abdominal cramps,nausea,headache,,,
Menstrual Cramps (Dysmenorrhea),stomach cramps,back ache,fatigue,,,
Menstrual Cramps (Dysmenorrhea),pelvic cramps,weakness,diarrhea,,,
Menstrual Cramps (Dysmenorrhea),lower abdominal pain,nausea,headache,,,
Menstrual Cramps (Dysmenorrhea),abdominal cramps,back pain,vomiting,,,
Menstrual Cramps (Dysmenorrhea),pelvic pain,fatigue,stomach pain,,,
Menstrual Cramps (Dysmenorrhea),cramping,lower back pain,headache,,,
Endometriosis,pelvic pain,painful periods,lower back pain,,,
Endometriosis,cramps before periods,heavy bleeding,fatigue,,,
Endometriosis,pain during sex,abdominal pain,spotting,,,
Endometriosis,pelvic discomfort,irregular periods,bloating,,,
Endometriosis,painful periods,cramps extending to back,nausea,,,
Endometriosis,lower stomach pain,heavy periods,weakness,,,
Endometriosis,cramps before menstruation,backache,fatigue,,,
Endometriosis,pelvic cramps,pain during intercourse,bloating,,,
Endometriosis,stomach cramps,spotting between periods,fatigue,,,
Endometriosis,pelvic pain,heavy bleeding,abdominal bloating,,,
Endometriosis,pain during sex,lower back pain,cramps,,,
Endometriosis,irregular periods,stomach pain,fatigue,,,
Endometriosis,abdominal pain,heavy menstrual flow,weakness,,,
Endometriosis,cramps before periods,bloating,lower back pain,,,
Endometriosis,pelvic discomfort,spotting between cycles,nausea,,,
Endometriosis,pelvic pain,infertility,cramps,,,
Endometriosis,painful periods,abdominal cramps,fatigue,,,
Endometriosis,lower stomach cramps,heavy bleeding,pelvic pressure,,,
Endometriosis,stomach pain,pelvic cramps,weakness,,,
Endometriosis,cramps before menstruation,pelvic discomfort,fatigue,,,
Pelvic Inflammatory Disease (PID),pelvic pain,fever,abnormal vaginal discharge,,,
Pelvic Inflammatory Disease (PID),lower abdominal pain,pain during sex,fatigue,,,
Pelvic Inflammatory Disease (PID),pelvic cramps,pain while peeing,fever,,,
Pelvic Inflammatory Disease (PID),stomach pain,abnormal discharge,irregular bleeding,,,
Pelvic Inflammatory Disease (PID),pelvic pressure,fever,painful urination,,,
Pelvic Inflammatory Disease (PID),lower abdominal cramps,vaginal bleeding,weakness,,,
Pelvic Inflammatory Disease (PID),pelvic pain,smelly discharge,chills,,,
Pelvic Inflammatory Disease (PID),fever,abdominal pain,nausea,,,
Pelvic Inflammatory Disease (PID),pelvic discomfort,pain during intercourse,fatigue,,,
Pelvic Inflammatory Disease (PID),lower stomach pain,vaginal bleeding,fever,,,
Pelvic Inflammatory Disease (PID),pelvic cramps,smelly vaginal discharge,weakness,,,
Pelvic Inflammatory Disease (PID),abdominal pain,irregular periods,chills,,,
Pelvic Inflammatory Disease (PID),pelvic pain,pain while peeing,fever,,,
Pelvic Inflammatory Disease (PID),fever,lower abdominal cramps,fatigue,,,
Pelvic Inflammatory Disease (PID),pelvic pressure,irregular bleeding,smelly discharge,,,
Pelvic Inflammatory Disease (PID),stomach pain,vaginal discharge,weakness,,,
Pelvic Inflammatory Disease (PID),pelvic cramps,fever,abdominal discomfort,,,
Pelvic Inflammatory Disease (PID),lower abdominal pain,irregular cycles,fatigue,,,
Pelvic Inflammatory Disease (PID),pelvic pain,chills,abnormal discharge,,,
Pelvic Inflammatory Disease (PID),stomach cramps,pain during sex,fever,,,
Ovarian Cyst,lower abdominal pain,bloating,irregular periods,,,
Ovarian Cyst,pelvic pain,backache,nausea,,,
Ovarian Cyst,abdominal cramps,spotting,fullness,,,
Ovarian Cyst,pelvic discomfort,irregular bleeding,weakness,,,
Ovarian Cyst,lower stomach pain,abdominal bloating,fatigue,,,
Ovarian Cyst,pain during sex,cramps,nausea,,,
Ovarian Cyst,stomach pain,frequent urination,back pain,,,
Ovarian Cyst,abdominal pressure,irregular cycles,fullness,,,
Ovarian Cyst,pelvic cramps,spotting,bloating,,,
Ovarian Cyst,lower abdominal discomfort,weakness,irregular periods,,,
Ovarian Cyst,stomach cramps,abdominal swelling,fatigue,,,
Ovarian Cyst,pelvic pain,nausea,backache,,,
Ovarian Cyst,lower stomach pain,spotting,irregular bleeding,,,
Ovarian Cyst,pelvic discomfort,abdominal cramps,fullness,,,
Ovarian Cyst,abdominal pressure,irregular menstruation,weakness,,,
Ovarian Cyst,stomach pain,bloating,frequent urination,,,
Ovarian Cyst,lower abdominal pain,back pain,cramps,,,
Ovarian Cyst,pelvic pain,irregular periods,abdominal swelling,,,
Ovarian Cyst,stomach cramps,fullness,nausea,,,
Ovarian Cyst,lower stomach discomfort,spotting,fatigue,,,
Infertility,irregular periods,pelvic pain,fatigue,,,
Infertility,irregular cycles,hormonal imbalance,weight changes,,,
Infertility,missed periods,spotting,abdominal pain,,,
Infertility,irregular menstruation,bloating,weakness,,,
Infertility,pelvic discomfort,cramps,stress,,,
Infertility,irregular periods,stomach pain,fatigue,,,
Infertility,abnormal bleeding,back pain,hormonal issues,,,
Infertility,irregular cycles,acne,weight gain,,,
Infertility,pelvic cramps,spotting,fatigue,,,
Infertility,missed periods,abdominal cramps,bloating,,,
Infertility,irregular menstruation,pelvic pain,weakness,,,
Infertility,stomach pain,irregular bleeding,fatigue,,,
Infertility,pelvic discomfort,hormonal imbalance,weight change,,,
Infertility,abdominal cramps,spotting,stress,,,
Infertility,irregular cycles,cramps,weakness,,,
Infertility,missed periods,pelvic pain,abdominal discomfort,,,
Infertility,stomach cramps,irregular periods,hormonal issues,,,
Infertility,abnormal bleeding,fatigue,stress,,,
Infertility,irregular menstruation,spotting,acne,,,
Infertility,pelvic cramps,irregular cycles,weight changes,,,
Erectile Dysfunction,trouble getting erection,reduced sexual desire,stress,,,
Erectile Dysfunction,difficulty maintaining erection,anxiety,low confidence,,,
Erectile Dysfunction,weak erection,fatigue,relationship stress,,,
Erectile Dysfunction,trouble keeping erection,low libido,frustration,,,
Erectile Dysfunction,erection difficulty,performance anxiety,depression,,,
Erectile Dysfunction,weak erection,stress,loss of sexual desire,,,
Erectile Dysfunction,erection trouble,fatigue,low mood,,,
Erectile Dysfunction,weak erection,anxiety,relationship problems,,,
Erectile Dysfunction,trouble getting erection,low confidence,fatigue,,,
Erectile Dysfunction,difficulty maintaining erection,stress,frustration,,,
Erectile Dysfunction,erection issues,depression,anxiety,,,
Erectile Dysfunction,trouble with erection,low libido,fatigue,,,
Erectile Dysfunction,weak erection,performance anxiety,stress,,,
Erectile Dysfunction,trouble keeping erection,low confidence,relationship issues,,,
Erectile Dysfunction,erection problem,depression,stress,,,
Erectile Dysfunction,erection difficulty,low libido,anxiety,,,
Erectile Dysfunction,trouble getting erection,stress,fatigue,,,
Erectile Dysfunction,weak erection,frustration,depression,,,
Erectile Dysfunction,trouble maintaining erection,low confidence,relationship strain,,,
Erectile Dysfunction,erection issues,low libido,fatigue,,,
Prostate Cancer,frequent urination,weak urine stream,nighttime urination,,,
Prostate Cancer,pain while urinating,lower back pain,blood in urine,,,
Prostate Cancer,slow urine flow,urinary urgency,pelvic pain,,,
Prostate Cancer,incomplete bladder emptying,frequent peeing at night,fatigue,,,
Prostate Cancer,weak urine flow,stomach discomfort,erection problems,,,
Prostate Cancer,frequent urination,dribbling after urination,pelvic pressure,,,
Prostate Cancer,difficulty starting urination,lower abdominal pain,blood in semen,,,
Prostate Cancer,slow urine stream,back pain,fatigue,,,
Prostate Cancer,frequent urination,night urination,loss of appetite,,,
Prostate Cancer,pelvic pain,blood in urine,weight loss,,,
Prostate Cancer,urinary urgency,erectile dysfunction,backache,,,
Prostate Cancer,weak stream,lower abdominal pain,fatigue,,,
Prostate Cancer,painful urination,night peeing,stomach discomfort,,,
Prostate Cancer,frequent urination,blood in semen,erection issues,,,
Prostate Cancer,dribbling urine,lower back pain,loss of appetite,,,
Prostate Cancer,slow urine flow,urinary urgency,weight loss,,,
Prostate Cancer,pelvic pain,difficulty peeing,fatigue,,,
Prostate Cancer,frequent urination,erection problems,weak urine stream,,,
Prostate Cancer,back pain,painful urination,night urination,,,
Prostate Cancer,frequent urination,weak stream,loss of appetite,,,
Cervical Cancer,abnormal vaginal bleeding,pelvic pain,fatigue,,,
Cervical Cancer,vaginal bleeding after sex,watery discharge,lower back pain,,,
Cervical Cancer,irregular periods,abnormal discharge,stomach pain,,,
Cervical Cancer,pelvic pain,unusual vaginal bleeding,weakness,,,
Cervical Cancer,bloody vaginal discharge,painful sex,fatigue,,,
Cervical Cancer,spotting after periods,pelvic discomfort,backache,,,
Cervical Cancer,vaginal bleeding after menopause,watery discharge,abdominal cramps,,,
Cervical Cancer,irregular bleeding,stomach pain,fatigue,,,
Cervical Cancer,pelvic pain,unusual discharge,loss of appetite,,,
Cervical Cancer,heavy bleeding between periods,lower abdominal pain,fatigue,,,
Cervical Cancer,painful intercourse,spotting,back pain,,,
Cervical Cancer,vaginal bleeding,watery discharge,weakness,,,
Cervical Cancer,pelvic cramps,irregular periods,weight loss,,,
Cervical Cancer,stomach pain,abnormal vaginal bleeding,backache,,,
Cervical Cancer,spotting after sex,pelvic pressure,fatigue,,,
Cervical Cancer,irregular periods,unusual discharge,abdominal discomfort,,,
Cervical Cancer,vaginal bleeding,lower back pain,loss of appetite,,,
Cervical Cancer,pelvic pain,irregular bleeding,stomach cramps,,,
Cervical Cancer,unusual vaginal discharge,abdominal pain,fatigue,,,
Cervical Cancer,vaginal bleeding after sex,pelvic discomfort,weakness,,,
Breast Cancer,breast lump,breast pain,skin changes,,,
Breast Cancer,swelling in breast,nipple discharge,breast tenderness,,,
Breast Cancer,breast lump,redness of breast skin,fatigue,,,
Breast Cancer,pain in breast,nipple inversion,breast swelling,,,
Breast Cancer,breast lump,thickening of breast tissue,discomfort,,,
Breast Cancer,swelling in breast,skin dimpling,back pain,,,
Breast Cancer,breast lump,breast pain,arm swelling,,,
Breast Cancer,redness on breast,nipple discharge,fatigue,,,
Breast Cancer,breast pain,skin dimpling,breast lump,,,
Breast Cancer,nipple changes,breast tenderness,armpit lump,,,
Breast Cancer,breast swelling,skin redness,loss of appetite,,,
Breast Cancer,breast lump,skin puckering,fatigue,,,
Breast Cancer,breast tenderness,nipple changes,stomach discomfort,,,
Breast Cancer,breast lump,pain under arm,arm swelling,,,
Breast Cancer,skin dimpling,breast lump,weakness,,,
Breast Cancer,breast swelling,breast pain,weight loss,,,
Breast Cancer,nipple inversion,skin redness,breast lump,,,
Breast Cancer,breast lump,breast pain,fatigue,,,
Breast Cancer,breast tenderness,arm lump,backache,,,
Breast Cancer,breast swelling,skin changes,loss of appetite,,,
Uterine Fibroids,heavy periods,lower back pain,pelvic pressure,,,
Uterine Fibroids,abdominal cramps,frequent urination,bloating,,,
Uterine Fibroids,heavy bleeding,stomach pain,fatigue,,,
Uterine Fibroids,pelvic discomfort,prolonged periods,backache,,,
Uterine Fibroids,heavy menstrual flow,abdominal pressure,weakness,,,
Uterine Fibroids,pelvic pain,frequent urination,bloating,,,
Uterine Fibroids,cramps during periods,back pain,abdominal swelling,,,
Uterine Fibroids,heavy bleeding,irregular periods,stomach pain,,,
Uterine Fibroids,pelvic pressure,frequent urination,fatigue,,,
Uterine Fibroids,prolonged periods,lower back pain,weakness,,,
Uterine Fibroids,abdominal pain,heavy periods,bloating,,,
Uterine Fibroids,pelvic cramps,spotting between cycles,backache,,,
Uterine Fibroids,heavy bleeding,fatigue,abdominal swelling,,,
Uterine Fibroids,cramps during menstruation,pelvic pressure,weakness,,,
Uterine Fibroids,stomach pain,frequent urination,irregular bleeding,,,
Uterine Fibroids,pelvic discomfort,heavy periods,fatigue,,,
Uterine Fibroids,abdominal cramps,back pain,spotting,,,
Uterine Fibroids,pelvic pain,abdominal swelling,weakness,,,
Uterine Fibroids,heavy menstrual flow,bloating,stomach cramps,,,
Uterine Fibroids,prolonged periods,back pain,abdominal discomfort,,,
Anxiety Disorder,excessive worry,restlessness,trouble sleeping,,,
Anxiety Disorder,feeling nervous,fast heartbeat,fatigue,,,
Anxiety Disorder,constant fear,trouble concentrating,irritability,,,
Anxiety Disorder,restlessness,shortness of breath,sweating,,,
Anxiety Disorder,feeling tense,headache,trouble sleeping,,,
Anxiety Disorder,panic feelings,shaking,fast breathing,,,
Anxiety Disorder,constant worry,stomach discomfort,fatigue,,,
Anxiety Disorder,feeling nervous,chest tightness,trouble focusing,,,
Anxiety Disorder,excessive fear,shaking,dizziness,,,
Anxiety Disorder,restless feeling,trouble sleeping,weakness,,,
Anxiety Disorder,sweating,fast heartbeat,shortness of breath,,,
Anxiety Disorder,constant worry,stomach cramps,fatigue,,,
Anxiety Disorder,feeling nervous,headache,shaking,,,
Anxiety Disorder,trouble concentrating,irritability,loss of sleep,,,
Anxiety Disorder,panic feelings,dizziness,sweating,,,
Anxiety Disorder,feeling tense,chest pain,fast heartbeat,,,
Anxiety Disorder,restlessness,shortness of breath,fatigue,,,
Anxiety Disorder,excessive worry,trouble focusing,sleep disturbance,,,
Anxiety Disorder,feeling nervous,shaking,stomach discomfort,,,
Anxiety Disorder,restless feeling,weakness,trouble sleeping,,,
Depression,persistent sadness,loss of interest,fatigue,,,
Depression,feeling hopeless,loss of appetite,sleep disturbance,,,
Depression,constant sadness,trouble concentrating,weight changes,,,
Depression,low mood,loss of pleasure,fatigue,,,
Depression,feeling worthless,irritability,sleep problems,,,
Depression,sadness most of the day,loss of interest,slowed thinking,,,
Depression,loss of motivation,poor concentration,low energy,,,
Depression,feeling guilty,loss of appetite,sleep disturbance,,,
Depression,trouble sleeping,feeling sad,fatigue,,,
Depression,loss of pleasure,loss of energy,weight loss,,,
Depression,negative thoughts,irritability,poor focus,,,
Depression,persistent sadness,sleep problems,loss of interest,,,
Depression,feeling down,appetite changes,fatigue,,,
Depression,loss of interest in hobbies,concentration issues,hopelessness,,,
Depression,low energy,slow speech,sadness,,,
Depression,sleep disturbance,loss of appetite,sadness,,,
Depression,irritability,loss of motivation,fatigue,,,
Depression,constant sadness,low energy,loss of pleasure,,,
Depression,hopelessness,sleep issues,loss of appetite,,,
Depression,trouble concentrating,feeling worthless,sadness,,,
Bipolar Disorder,mood swings,periods of high energy,periods of sadness,,,
Bipolar Disorder,episodes of euphoria,sleep problems,irritability,,,
Bipolar Disorder,mania,rapid speech,depression,,,
Bipolar Disorder,high energy,lack of sleep,feeling sad later,,,
Bipolar Disorder,unstable mood,impulsive behavior,irritability,,,
Bipolar Disorder,periods of sadness,loss of energy,hopelessness,,,
Bipolar Disorder,episodes of hyperactivity,decreased need for sleep,racing thoughts,,,
Bipolar Disorder,mood shifts,low concentration,fatigue,,,
Bipolar Disorder,mania,elevated mood,poor judgment,,,
Bipolar Disorder,depression,loss of interest,sleep disturbance,,,
Bipolar Disorder,high energy,rapid talking,impulsivity,,,
Bipolar Disorder,periods of sadness,loss of motivation,slow thinking,,,
Bipolar Disorder,episodes of mania,decreased sleep,grandiosity,,,
Bipolar Disorder,irritability,mood swings,poor concentration,,,
Bipolar Disorder,manic behavior,increased risk-taking,restlessness,,,
Bipolar Disorder,low mood,fatigue,hopelessness,,,
Bipolar Disorder,mania,fast thoughts,elevated self-esteem,,,
Bipolar Disorder,depression,loss of pleasure,weight changes,,,
Bipolar Disorder,unstable mood,episodes of sadness,episodes of mania,,,
Bipolar Disorder,mood swings,insomnia,impulsivity,,,
Schizophrenia,hallucinations,delusions,disorganized speech,,,
Schizophrenia,hearing voices,social withdrawal,flat mood,,,
Schizophrenia,delusions,paranoid thoughts,confused thinking,,,
Schizophrenia,visual hallucinations,poor concentration,sleep disturbance,,,
Schizophrenia,disorganized behavior,poor hygiene,withdrawal,,,
Schizophrenia,hallucinations,loss of motivation,confusion,,,
Schizophrenia,delusions,hearing voices,irritability,,,
Schizophrenia,disorganized speech,trouble focusing,paranoia,,,
Schizophrenia,flat affect,social withdrawal,low motivation,,,
Schizophrenia,hallucinations,confused thinking,poor concentration,,,
Schizophrenia,paranoid delusions,restlessness,loss of interest,,,
Schizophrenia,hearing voices,trouble organizing thoughts,irritability,,,
Schizophrenia,delusions,confused behavior,social withdrawal,,,
Schizophrenia,visual hallucinations,loss of motivation,sadness,,,
Schizophrenia,disorganized thoughts,paranoia,fatigue,,,
Schizophrenia,hallucinations,flat mood,poor focus,,,
Schizophrenia,paranoid thinking,hearing voices,social isolation,,,
Schizophrenia,confused thinking,loss of interest,restlessness,,,
Schizophrenia,delusions,flat affect,irritability,,,
Schizophrenia,hallucinations,disorganized speech,low energy,,,
Insomnia,difficulty falling asleep,daytime fatigue,irritability,,,
Insomnia,trouble staying asleep,poor focus,tiredness,,,
Insomnia,waking up too early,restlessness,daytime sleepiness,,,
Insomnia,difficulty sleeping,headache,fatigue,,,
Insomnia,trouble falling asleep,poor memory,weakness,,,
Insomnia,waking up at night,irritability,loss of concentration,,,
Insomnia,sleep disturbance,daytime tiredness,restless thoughts,,,
Insomnia,poor sleep quality,headache,low energy,,,
Insomnia,trouble sleeping,stress,fatigue,,,
Insomnia,difficulty staying asleep,anxiety,poor focus,,,
Insomnia,waking often at night,daytime sleepiness,weakness,,,
Insomnia,poor sleep,low motivation,trouble concentrating,,,
Insomnia,trouble falling asleep,irritability,sluggishness,,,
Insomnia,insufficient sleep,restless night,headache,,,
Insomnia,sleep disturbance,daytime fatigue,stress,,,
Insomnia,difficulty sleeping,poor focus,loss of energy,,,
Insomnia,trouble staying asleep,anxiety,irritability,,,
Insomnia,restless sleep,headache,fatigue,,,
Insomnia,waking up early,daytime tiredness,concentration problems,,,
Insomnia,difficulty falling asleep,irritability,loss of focus,,,
Stress Disorder,constant worry,trouble sleeping,headache,,,
Stress Disorder,irritability,restlessness,poor concentration,,,
Stress Disorder,feeling tense,muscle pain,insomnia,,,
Stress Disorder,nightmares,flashbacks,anxiety,,,
Stress Disorder,hypervigilance,irritability,trouble focusing,,,
Stress Disorder,stressful thoughts,trouble sleeping,fatigue,,,
Stress Disorder,restlessness,chest tightness,fast heartbeat,,,
Stress Disorder,constant fear,sleep disturbance,headache,,,
Stress Disorder,trouble concentrating,irritability,fatigue,,,
Stress Disorder,stress,nightmares,anxiety,,,
Stress Disorder,mood swings,restlessness,poor focus,,,
Stress Disorder,insomnia,trouble relaxing,irritability,,,
Stress Disorder,chest pain,fast heartbeat,stress,,,
Stress Disorder,worrying thoughts,sleep problems,muscle tension,,,
Stress Disorder,restlessness,anxiety,concentration issues,,,
Stress Disorder,hypervigilance,poor sleep,flashbacks,,,
Stress Disorder,trouble concentrating,nightmares,fatigue,,,
Stress Disorder,stressful feelings,chest tightness,loss of energy,,,
Stress Disorder,anxiety,restlessness,insomnia,,,
Stress Disorder,irritability,constant worry,sleep problems,,,
Obsessive Compulsive Disorder (OCD),repetitive thoughts,compulsive behavior,anxiety,,,
Obsessive Compulsive Disorder (OCD),intrusive thoughts,rituals,distress,,,
Obsessive Compulsive Disorder (OCD),obsessions,compulsions,restlessness,,,
Obsessive Compulsive Disorder (OCD),repeated hand washing,irrational fear,anxiety,,,
Obsessive Compulsive Disorder (OCD),checking things repeatedly,trouble concentrating,distress,,,
Obsessive Compulsive Disorder (OCD),intrusive thoughts,ritualistic cleaning,stress,,,
Obsessive Compulsive Disorder (OCD),obsessions,constant checking,sleep problems,,,
Obsessive Compulsive Disorder (OCD),fear of germs,hand washing,anxiety,,,
Obsessive Compulsive Disorder (OCD),compulsions,repetitive counting,distress,,,
Obsessive Compulsive Disorder (OCD),repeated cleaning,intrusive thoughts,restlessness,,,
Obsessive Compulsive Disorder (OCD),rituals,anxiety,trouble sleeping,,,
Obsessive Compulsive Disorder (OCD),repetitive behaviors,checking doors,distress,,,
Obsessive Compulsive Disorder (OCD),fear of contamination,hand washing,stress,,,
Obsessive Compulsive Disorder (OCD),obsessive thoughts,ritualistic behavior,irritability,,,
Obsessive Compulsive Disorder (OCD),repeating words,compulsions,anxiety,,,
Obsessive Compulsive Disorder (OCD),fixation on orderliness,repeated checking,restlessness,,,
Obsessive Compulsive Disorder (OCD),intrusive fears,compulsions,irritability,,,
Obsessive Compulsive Disorder (OCD),anxiety,obsessions,repetitive behavior,,,
Obsessive Compulsive Disorder (OCD),fear of dirt,constant cleaning,stress,,,
Obsessive Compulsive Disorder (OCD),obsessive worries,compulsive rituals,sleep problems,,,
Post-Traumatic Stress Disorder (PTSD),flashbacks,nightmares,anxiety,,,
Post-Traumatic Stress Disorder (PTSD),disturbing memories,irritability,trouble sleeping,,,
Post-Traumatic Stress Disorder (PTSD),hypervigilance,flashbacks,restlessness,,,
Post-Traumatic Stress Disorder (PTSD),nightmares,avoidance,anxiety,,,
Post-Traumatic Stress Disorder (PTSD),fear,insomnia,flashbacks,,,
Post-Traumatic Stress Disorder (PTSD),difficulty concentrating,irritability,nightmares,,,
Post-Traumatic Stress Disorder (PTSD),feeling tense,disturbing thoughts,trouble sleeping,,,
Post-Traumatic Stress Disorder (PTSD),hypervigilance,irritability,flashbacks,,,
Post-Traumatic Stress Disorder (PTSD),restlessness,avoidance,nightmares,,,
Post-Traumatic Stress Disorder (PTSD),fear of reminders,trouble sleeping,anxiety,,,
Post-Traumatic Stress Disorder (PTSD),flashbacks,emotional distress,restlessness,,,
Post-Traumatic Stress Disorder (PTSD),avoidance of triggers,nightmares,anxiety,,,
Post-Traumatic Stress Disorder (PTSD),poor concentration,irritability,hypervigilance,,,
Post-Traumatic Stress Disorder (PTSD),trouble sleeping,nightmares,stress,,,
Post-Traumatic Stress Disorder (PTSD),flashbacks,panic attacks,anxiety,,,
Post-Traumatic Stress Disorder (PTSD),emotional numbness,restlessness,trouble sleeping,,,
Post-Traumatic Stress Disorder (PTSD),recurring memories,irritability,anxiety,,,
Post-Traumatic Stress Disorder (PTSD),flashbacks,avoidance,sleep problems,,,
Post-Traumatic Stress Disorder (PTSD),nightmares,emotional distress,hypervigilance,,,
Post-Traumatic Stress Disorder (PTSD),stressful memories,irritability,restlessness,,,
Panic Disorder,panic attacks,fast heartbeat,sweating,,,
Panic Disorder,shortness of breath,dizziness,chest pain,,,
Panic Disorder,sudden fear,nausea,trembling,,,
Panic Disorder,panic attacks,shaking,hot flashes,,,
Panic Disorder,fast breathing,chest tightness,restlessness,,,
Panic Disorder,dizziness,palpitations,sweating,,,
Panic Disorder,chest discomfort,sudden fear,fatigue,,,
Panic Disorder,racing heart,numbness,panic,,,
Panic Disorder,trembling,hot flushes,shortness of breath,,,
Panic Disorder,panic attacks,fast heartbeat,weakness,,,
Panic Disorder,chest pain,dizziness,nausea,,,
Panic Disorder,sudden fear,trembling,sweating,,,
Panic Disorder,palpitations,restlessness,shaking,,,
Panic Disorder,shortness of breath,panic,lightheadedness,,,
Panic Disorder,chest tightness,racing thoughts,anxiety,,,
Panic Disorder,dizziness,shaking,sweating,,,
Panic Disorder,panic attacks,shortness of breath,hot flashes,,,
Panic Disorder,sudden fear,chest pain,racing heart,,,
Panic Disorder,trembling,restlessness,nausea,,,
Panic Disorder,panic attacks,fast heartbeat,dizziness,,,
Eating Disorders,extreme weight loss,fatigue,dizziness,,,
Eating Disorders,restrictive eating,weakness,irritability,,,
Eating Disorders,overeating,shame,stomach pain,,,
Eating Disorders,avoiding meals,weight loss,sleep problems,,,
Eating Disorders,obsession with weight,excess exercise,fatigue,,,
Eating Disorders,binge eating,loss of control,stomach discomfort,,,
Eating Disorders,extreme dieting,weakness,trouble concentrating,,,
Eating Disorders,rapid weight changes,restlessness,fatigue,,,
Eating Disorders,restrictive eating habits,low energy,irritability,,,
Eating Disorders,overeating,stomach cramps,shame,,,
Eating Disorders,avoiding food,sleep problems,weight loss,,,
Eating Disorders,obsession with body image,fatigue,dizziness,,,
Eating Disorders,binge eating,stomach pain,loss of control,,,
Eating Disorders,restricting diet,irritability,low energy,,,
Eating Disorders,extreme thinness,fatigue,weakness,,,
Eating Disorders,overeating at night,shame,stomach discomfort,,,
Eating Disorders,restrictive eating,concentration problems,fatigue,,,
Eating Disorders,binge eating,loss of control,weight gain,,,
Eating Disorders,avoiding meals,weakness,low energy,,,
Eating Disorders,obsession with food,restrictive eating,restlessness,,,
Hand Foot and Mouth Disease,fever,blisters on hands,blisters on feet,,,
Hand Foot and Mouth Disease,sore throat,fever,rash on hands,,,
Hand Foot and Mouth Disease,blisters on feet,blisters on mouth,fatigue,,,
Hand Foot and Mouth Disease,loss of appetite,fever,blisters on hands,,,
Hand Foot and Mouth Disease,rash on feet,sore throat,fever,,,
Hand Foot and Mouth Disease,blisters in mouth,fever,fatigue,,,
Hand Foot and Mouth Disease,blisters on hands,loss of appetite,sore throat,,,
Hand Foot and Mouth Disease,fever,skin rash,blisters on feet,,,
Hand Foot and Mouth Disease,irritability,blisters on hands,fever,,,
Hand Foot and Mouth Disease,blisters in mouth,sore throat,loss of appetite,,,
